video_path,label,class_name
data/raw/CricShoot10kShootDataset/Straight Drive/vid481_4.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Straight Drive/vid512_8.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid487_4.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid191_6.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Hook/vid162_47.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Hook/vid514_44.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Cover Drive/vid119_10.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Scoop/vid392_3.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Cover Drive/vid156_22.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid202_12.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid457_16.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid37_51.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Late Cut/vid187_10.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid524_38.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Cover Drive/vid295_23.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Hook/vid253_23.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid359_5.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid447_40.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid160_27.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Sweep/vid393_55.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Hook/vid385_39.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Sweep/vid110_10.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid126_17.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Pull/vid430_17.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Straight Drive/vid344_56.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid300_14.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid98_37.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Flick/vid335_21.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Flick/vid357_84.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid434_27.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid420_7.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid97_28.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Sweep/vid420_21.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Offside/vid484_9.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid481_20.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid79_0.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Cover Drive/vid316_25.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Flick/vid36_18.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Square Cut/vid446_1.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Hook/vid444_56.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Pull/vid98_44.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Legside/vid440_29.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid177_11.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Late Cut/vid343_33.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Pull/vid224_4.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid67_21.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid487_36.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Scoop/vid7_3.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Sweep/vid426_11.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Square Cut/vid406_29.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid104_12.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Defensive/vid222_1.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Square Cut/vid438_13.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid359_36.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Flick/vid472_42.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Cover Drive/vid358_41.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid363_19.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Square Cut/vid231_27.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid452_11.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid486_1.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Straight Drive/vid406_4.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Pull/vid312_30.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid382_34.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Defensive/vid229_1.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Flick/vid155_22.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid456_4.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid51_65.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Cover Drive/vid303_11.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Defensive/vid302_15.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid466_23.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid180_5.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Hook/vid294_27.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Down The Wicket/vid130_25.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid314_25.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Hook/vid531_73.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Sweep/vid517_7.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Cover Drive/vid31_2.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Defensive/vid471_1.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid519_0.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid262_53.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid368_54.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid390_25.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid79_9.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid393_2.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Straight Drive/vid495_45.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Sweep/vid512_5.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid483_21.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Legside/vid320_47.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Straight Drive/vid450_38.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid466_9.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid91_17.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Straight Drive/vid31_30.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Hook/vid104_28.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Pull/vid213_41.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Hook/vid395_0.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Flick/vid359_33.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Legside/vid215_29.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid448_30.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid387_26.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid100_35.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Hook/vid495_46.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Sweep/vid469_22.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Late Cut/vid222_7.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid248_49.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid494_27.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid451_28.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Pull/vid521_33.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Hook/vid357_40.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Square Cut/vid453_8.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Pull/vid434_12.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid23_30.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid380_27.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Cover Drive/vid218_18.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid16_48.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Straight Drive/vid160_0.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Pull/vid11_28.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Straight Drive/vid246_22.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Hook/vid390_17.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Upper Cut/vid133_4.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid92_42.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Pull/vid141_8.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Late Cut/vid86_7.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Defensive/vid174_12.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Cover Drive/vid167_22.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid462_40.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid505_35.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid109_36.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Hook/vid531_61.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Square Cut/vid92_35.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid390_52.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Scoop/vid264_5.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Offside/vid503_40.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Cover Drive/vid229_42.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid444_6.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid93_51.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Straight Drive/vid1_9.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid509_29.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Scoop/vid238_24.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Flick/vid252_5.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid37_26.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Flick/vid478_13.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Defensive/vid314_24.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Straight Drive/vid500_2.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Sweep/vid426_48.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Straight Drive/vid245_32.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Sweep/vid463_32.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid289_3.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Hook/vid495_34.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Defensive/vid314_27.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid2_7.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid33_23.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid206_25.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid244_27.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Sweep/vid527_58.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid99_0.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid425_13.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid40_85.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Flick/vid241_9.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Hook/vid230_1.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Square Cut/vid447_0.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid483_15.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid500_35.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Upper Cut/vid253_44.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid397_19.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Square Cut/vid409_7.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid188_14.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid194_14.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Flick/vid55_30.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Cover Drive/vid421_16.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid508_26.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Defensive/vid230_0.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Cover Drive/vid236_15.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid488_36.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid151_38.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid146_14.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Cover Drive/vid481_29.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid145_12.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid227_37.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Defensive/vid447_25.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Straight Drive/vid245_45.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid434_35.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Late Cut/vid524_21.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Sweep/vid124_32.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Straight Drive/vid150_27.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Upper Cut/vid218_12.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Sweep/vid442_49.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid335_1.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Cover Drive/vid205_3.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Scoop/vid127_11.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Offside/vid62_26.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid508_12.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Hook/vid335_23.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Hook/vid380_32.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Flick/vid101_9.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Legside/vid62_55.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid53_41.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Pull/vid445_41.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid448_0.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Square Cut/vid101_26.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Cover Drive/vid223_8.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Hook/vid488_33.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Offside/vid320_20.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Straight Drive/vid303_1.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Sweep/vid270_14.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Pull/vid464_43.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Legside/vid75_22.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid48_2.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid96_49.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Flick/vid208_4.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Sweep/vid470_3.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Hook/vid532_13.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Flick/vid482_27.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Defensive/vid314_23.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Cover Drive/vid519_56.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Defensive/vid442_0.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid420_17.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Straight Drive/vid25_5.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Square Cut/vid163_30.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Late Cut/vid478_7.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid467_36.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Defensive/vid312_38.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Cover Drive/vid429_37.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid327_43.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid229_32.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Square Cut/vid143_9.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Sweep/vid342_2.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Cover Drive/vid228_10.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid44_29.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid463_1.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Hook/vid337_48.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Scoop/vid342_4.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Cover Drive/vid217_27.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid211_29.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Late Cut/vid250_30.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid467_14.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Cover Drive/vid46_6.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid87_48.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid368_0.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid73_0.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Straight Drive/vid248_27.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Hook/vid124_7.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Legside/vid341_50.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid379_37.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Defensive/vid134_9.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Flick/vid421_0.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Sweep/vid174_23.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Scoop/vid430_50.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Down The Wicket/vid64_39.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Scoop/vid151_40.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Down The Wicket/vid437_35.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Sweep/vid460_44.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid4_4.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Pull/vid521_42.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Sweep/vid378_36.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid56_19.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Hook/vid10_27.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Square Cut/vid323_21.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Pull/vid443_35.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Square Cut/vid436_33.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid486_11.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid517_64.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid43_63.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Hook/vid225_12.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Sweep/vid285_3.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Sweep/vid464_23.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid132_5.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Straight Drive/vid225_25.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Flick/vid517_60.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid100_32.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid119_34.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid437_17.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Cover Drive/vid468_14.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid324_43.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid2_32.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Defensive/vid229_0.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid396_17.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid12_2.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Hook/vid116_11.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Straight Drive/vid31_43.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Sweep/vid425_5.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Square Cut/vid526_7.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Defensive/vid299_5.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Hook/vid380_30.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Defensive/vid170_12.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid154_22.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Hook/vid154_35.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Flick/vid509_32.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Legside/vid74_39.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid321_19.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Scoop/vid62_53.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Square Cut/vid520_51.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Flick/vid316_11.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Defensive/vid238_54.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid405_21.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid373_11.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid514_47.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Defensive/vid235_50.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Sweep/vid68_28.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Pull/vid487_37.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Hook/vid74_31.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Sweep/vid527_68.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Pull/vid446_27.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Defensive/vid237_39.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid72_9.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid282_4.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Straight Drive/vid444_31.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Straight Drive/vid96_31.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid209_3.avi,Cover Drive,Cover Drive
